timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,SampleCount,ErrorCount,IdleTime,Connect
2017/03/13 15:14:09,22660,Go to demo.hub3c.com A,200,OK,userGroup 1-264,text,true,,5073,183,999,999,https://demo.hub3c.com/,22660,1,0,0,545
2017/03/13 15:14:09,22213,Login A,200,OK,userGroup 1-108,text,true,,5904,294,999,999,https://demo.hub3c.com/,22213,1,0,0,0
2017/03/13 15:14:08,23669,Go to demo.hub3c.com A,200,OK,userGroup 1-109,text,true,,5073,183,998,998,https://demo.hub3c.com/,23669,1,0,0,1380
2017/03/13 15:14:08,24043,Go to demo.hub3c.com A,200,OK,userGroup 1-107,text,true,,5073,183,998,998,https://demo.hub3c.com/,24043,1,0,0,1404
2017/03/13 15:14:09,23472,Go to demo.hub3c.com A,200,OK,userGroup 1-274,text,true,,5073,183,998,998,https://demo.hub3c.com/,23472,1,0,0,501
2017/03/13 15:14:09,23534,Go to demo.hub3c.com A,200,OK,userGroup 1-270,text,true,,5073,183,998,998,https://demo.hub3c.com/,23534,1,0,0,551
2017/03/13 15:14:09,23553,Go to demo.hub3c.com A,200,OK,userGroup 1-262,text,true,,5073,183,998,998,https://demo.hub3c.com/,23553,1,0,0,572
2017/03/13 15:14:09,23510,Go to demo.hub3c.com A,200,OK,userGroup 1-279,text,true,,5073,183,998,998,https://demo.hub3c.com/,23510,1,0,0,530
2017/03/13 15:14:09,23600,Go to demo.hub3c.com A,200,OK,userGroup 1-278,text,true,,5073,183,998,998,https://demo.hub3c.com/,23600,1,0,0,511
2017/03/13 15:14:08,24625,Go to demo.hub3c.com A,200,OK,userGroup 1-112,text,true,,5073,183,998,998,https://demo.hub3c.com/,24625,1,0,0,1377
2017/03/13 15:14:08,24547,Go to demo.hub3c.com A,200,OK,userGroup 1-133,text,true,,5073,183,998,998,https://demo.hub3c.com/,24547,1,0,0,1366
2017/03/13 15:14:08,24560,Go to demo.hub3c.com A,200,OK,userGroup 1-131,text,true,,5073,183,998,998,https://demo.hub3c.com/,24560,1,0,0,1371
2017/03/13 15:14:08,24532,Go to demo.hub3c.com A,200,OK,userGroup 1-142,text,true,,5073,183,998,998,https://demo.hub3c.com/,24532,1,0,0,1345
